user_id,tweet_id,created_at,text
elonmusk,1349473054699769859,2021-01-13 21:47:02,All three static fires completed &amp; no RUDs!
elonmusk,1349472264039915522,2021-01-13 21:43:54,"@justpaulinelol @Erdayastronaut @SpaceX Wow, a lot has happened in 10 years!"
elonmusk,1349467515030822913,2021-01-13 21:25:02,@OfficialJlipper Fair enough haha
elonmusk,1349466269121179653,2021-01-13 21:20:05,https://t.co/ho7yGXAS3a
elonmusk,1349459692515434502,2021-01-13 20:53:57,@NASASpaceflight Sea shanty tiktok takes it to a new level with actual pirate ships
elonmusk,1349458089020436481,2021-01-13 20:47:34,@ConnectDotsToo Sure
elonmusk,1349432529657294848,2021-01-13 19:06:00,Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fir… https://t.co/QtIiWLxXPl
elonmusk,1349367758102929411,2021-01-13 14:48:38,@Tesmanian_com As promised
elonmusk,1349286488618491904,2021-01-13 09:25:42,Legalize comedy
elonmusk,1349265937392930816,2021-01-13 08:04:02,@lvladimirovBG You can steal our name/logos &amp; we probably won’t sue you
elonmusk,1349187570647920640,2021-01-13 02:52:38,@arstechnica @SciGuySpace We’re just trying to get people to Mars. Help would be appreciated.
elonmusk,1349166774646943746,2021-01-13 01:30:00,"@SpaceX @Space_Station One day, we will get a camera up there that also shows the star field in the background"
elonmusk,1349165584995512320,2021-01-13 01:25:16,RT @SpaceX: Separation confirmed! Dragon performing 3 departure burns to move away from the @Space_Station https://t.co/G27ohWvnXj
elonmusk,1349150721548148737,2021-01-13 00:26:12,@lexfridman Suicide is more than double homicide https://t.co/MvWGPs9uQE
elonmusk,1349150148996308994,2021-01-13 00:23:56,@lexfridman Absolutely
elonmusk,1349129669258448897,2021-01-12 23:02:33,"Hey you …
Yeah you Queen …
You’re gonna make it! 💕💕 https://t.co/LrqdIrbIyd"
elonmusk,1349100352436637698,2021-01-12 21:06:03,"@TheOldManPar @DJSnM @MachinePix Hate to say it, but might be true"
elonmusk,1349088593390825474,2021-01-12 20:19:20,@MachinePix The robot future is coming
elonmusk,1349086247772368900,2021-01-12 20:10:00,"@wonderofscience @physicsJ 300km every millisecond, but there are times I wish it were faster"
elonmusk,1348961820254625793,2021-01-12 11:55:35,https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN
elonmusk,1348955549128396800,2021-01-12 11:30:39,@iamdevloper https://t.co/BkKeiIicYe
elonmusk,1348954103695740929,2021-01-12 11:24:55,Mus protec 👶 yoda https://t.co/1dvhG0nTkU
elonmusk,1348947724578791427,2021-01-12 10:59:34,@roscosmos Он был великолепен
elonmusk,1348823685445136385,2021-01-12 02:46:41,@RationalEtienne @TheBabylonBee This is an important distinction
elonmusk,1348763894047625216,2021-01-11 22:49:05,@ValaAfshar Much more than this &amp; increasing rapidly
elonmusk,1348760502256562176,2021-01-11 22:35:37,@CodingMark @flcnhvy It is
elonmusk,1348719149686673409,2021-01-11 19:51:17,"@archillect Once in a while, something happens that is even better than we imagined"
elonmusk,1348716679774265344,2021-01-11 19:41:29,@skorusARK The factory is the product
elonmusk,1348689798681272325,2021-01-11 17:54:40,@AustinTeslaClub @TheBabylonBee Probably commenting on @signalapp will do more
elonmusk,1348689448221990917,2021-01-11 17:53:16,@PPathole I bought the replacement glass from a junkyard for $20. They’re great places to get spare parts.
elonmusk,1348688644173934593,2021-01-11 17:50:04,@TheBabylonBee A lot of people are going to be super unhappy with West Coast high tech as the de facto arbiter of free speech
elonmusk,1348506592518438914,2021-01-11 05:46:40,@alexandersibert @signalapp Already donated to Signal a year ago. Will donate more.
elonmusk,1348127793763086337,2021-01-10 04:41:27,@benmezrich I am primarily trying to advance two causes: sustainable energy &amp; extending life/consciousness beyond E… https://t.co/VYBfaVHkys
elonmusk,1348123652110254080,2021-01-10 04:25:00,@song_wooseok @GerberKawasaki @benmezrich 🤣🤣
elonmusk,1348043839022370817,2021-01-09 23:07:51,@Ragazaga5 @SpacePadreIsle Maybe a Tesla AI day later this year
elonmusk,1348043324741980160,2021-01-09 23:05:48,@SpacePadreIsle The Prancing Pony?
elonmusk,1348017194349694978,2021-01-09 21:21:58,@BoredElonMusk 🤣🤣
elonmusk,1348007662491820033,2021-01-09 20:44:06,@erigganewmoney 😢
elonmusk,1347981684021501952,2021-01-09 19:00:52,@mayemusk It’s true
elonmusk,1347981380710383616,2021-01-09 18:59:40,"@glenn22x @woketopiansa Yes, but not for long"
elonmusk,1347980683352838144,2021-01-09 18:56:53,"@woketopiansa Yeah, they seemed optimistic too"
elonmusk,1347978218494513152,2021-01-09 18:47:06,"My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so."
elonmusk,1347977636555853827,2021-01-09 18:44:47,@Erdayastronaut @SpaceX Was also thinking that SpaceX Boca should hold fun parties and give tours for the community from time to time
elonmusk,1347977322364694528,2021-01-09 18:43:32,"@Erdayastronaut @SpaceX I super support public spaces around our production &amp; launch sites, wherever it can be done… https://t.co/wmqWcT2WFH"
elonmusk,1347976356135518211,2021-01-09 18:39:42,@Christo49699922 @sean18743005 @Erdayastronaut @SpaceX That too
elonmusk,1347975717481418752,2021-01-09 18:37:09,@sean18743005 @Erdayastronaut @SpaceX Catapult high into the air &amp; land on the roof with a base jumping parachute (the only way to travel)
elonmusk,1347975294729154560,2021-01-09 18:35:29,"@Erdayastronaut @SpaceX That’s actually our restaurant, but SpaceX is building a futuristic bar at the top of the h… https://t.co/z2UmtGSAoI"
elonmusk,1347973049958637569,2021-01-09 18:26:33,@techreview And increase fun! Hopefully.
elonmusk,1347958527411724291,2021-01-09 17:28:51,@benmezrich Me neither
elonmusk,1347953968991727617,2021-01-09 17:10:44,@TonyChoMrMagic @TeslaEnergy One of the best Tesla Solar Roof installations
elonmusk,1347880605489328132,2021-01-09 12:19:13,"@91demigod No, but maybe one day"
elonmusk,1347858350717816832,2021-01-09 10:50:47,"@PPathole @engineers_feed Yes, that would be the best way to do it. A large solar field or reactor is needed for po… https://t.co/Ph6x1PlnaM"
elonmusk,1347791590945771521,2021-01-09 06:25:30,@engineers_feed His sick beats https://t.co/8PbsgffzRp
elonmusk,1347688827381448704,2021-01-08 23:37:09,"@flcnhvy Probably less than a few dozen primary decision-makers. Technically, only three."
elonmusk,1347567957493260288,2021-01-08 15:36:52,"@Erdayastronaut @lexfridman Or at least the option for verification, so that the public can ascribe more credibilit… https://t.co/jU4WemVsjG"
elonmusk,1347366324826112001,2021-01-08 02:15:39,Launch underway https://t.co/wbk7ZZ0Fqx
elonmusk,1347356316763705344,2021-01-08 01:35:53,"Btw, critical feedback is always super appreciated, as well as ways to donate money that really make a difference (way harder than it seems)"
elonmusk,1347310350438260736,2021-01-07 22:33:14,@eugenelee3 @engineers_feed Yup
elonmusk,1347309686484160516,2021-01-07 22:30:35,"@engineers_feed Indirectly, an electric rocket is possible by using electricity to convert CO2+H2O —&gt; CH4+O2. This… https://t.co/fqzOtWQT9d"
elonmusk,1347308902304518145,2021-01-07 22:27:28,"@engineers_feed Not to get to orbit, unfortunately. In space, photon emission powered by matter-antimatter annihila… https://t.co/Y8PO10oPQN"
elonmusk,1347278678779072513,2021-01-07 20:27:22,"@Teslarati @ResidentSponge This will be hard to make, as it isn’t like any other vehicle"
elonmusk,1347278232077312000,2021-01-07 20:25:36,@4thFromOurStar Playing the long game
elonmusk,1347264476106555392,2021-01-07 19:30:56,@ashleevance True
elonmusk,1347263671450288128,2021-01-07 19:27:44,"@ID_AA_Carmack I hope so. Wings don’t work on the moon at all and def not well on Mars. Also, no runways."
elonmusk,1347260847370866689,2021-01-07 19:16:31,@EricRWeinstein Hamiltonians have +2V the potential of Langrangians and a play!
elonmusk,1347254119237439495,2021-01-07 18:49:47,https://t.co/2ja38Z8MRE
elonmusk,1347204606414131200,2021-01-07 15:33:02,"@teslaownersSV Well, back to work …"
elonmusk,1347204459147902978,2021-01-07 15:32:27,@teslaownersSV How strange
elonmusk,1347165127036977153,2021-01-07 12:56:10,Use Signal
elonmusk,1347163389521350658,2021-01-07 12:49:15,@TheHackersNews Ya don’t say. Reminds me of this timeless classic … https://t.co/Gq1wayoTIr
elonmusk,1347147999160397825,2021-01-07 11:48:06,@UniverCurious Fast water with tiny rocks
elonmusk,1347128458325979136,2021-01-07 10:30:27,"@flcnhvy Yes, and then Occam’s razor is actually third most likely"
elonmusk,1347126957331386368,2021-01-07 10:24:29,"As seen from an external observer, not the participants"
elonmusk,1347126794172948483,2021-01-07 10:23:50,The most entertaining outcome is the most likely
elonmusk,1347052788333756418,2021-01-07 05:29:46,@PPathole Dumb and Dumber is a great movie tho
elonmusk,1347031803987599360,2021-01-07 04:06:23,This is called the domino effect https://t.co/qpbEW54RvM
elonmusk,1346300656110415872,2021-01-05 03:41:04,@Dtrford @austinbarnard45 @AlexSvanArt @ErcXspace @SpceEnthusiast @SpacexVision @TomDixonDesign @SpaceX… https://t.co/eS5gArRyvS
elonmusk,1346198993307631617,2021-01-04 20:57:05,"Because of the large footprint, it may seem flat, but actually ranges up to 5 stories tall"
elonmusk,1346191214769557505,2021-01-04 20:26:11,Snow falling on Giga Berlin https://t.co/eTXMtYp8hG
elonmusk,1345521261246496769,2021-01-03 00:04:01,@RGVaerialphotos @SpaceX Yes
elonmusk,1345386356504027136,2021-01-02 15:07:58,@Gfilche 😉
elonmusk,1345384139969552389,2021-01-02 14:59:09,@flcnhvy Tesla is responsible for 2/3 of all the personal &amp; professional pain in my life combined. But it was worth it.
elonmusk,1345382294966571008,2021-01-02 14:51:49,"So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistica… https://t.co/1wlybPKMZj"
elonmusk,1345380926046408705,2021-01-02 14:46:23,"RT @Tesla: In 2020, we produced and delivered half a million cars. Huge thanks to all those who made this possible.
https://t.co/q43vz6RMhd"
elonmusk,1345344958710992897,2021-01-02 12:23:28,"@newscientist Um, we have giant fusion reactor in the sky that works with no maintenance"
elonmusk,1345208391958888448,2021-01-02 03:20:48,"@comma_ai Tesla Full Self-Driving will work at a safety level well above that of the average driver this year, of t… https://t.co/jmABJUqfDF"
elonmusk,1344810193952014336,2021-01-01 00:58:30,"@PPathole Dojo isn’t needed, but will make self-driving better. It isn’t enough to be safer than human drivers, Aut… https://t.co/dyy2rMhgIl"
elonmusk,1344520570235457536,2020-12-31 05:47:38,Ignore the heading
elonmusk,1344518758707113986,2020-12-31 05:40:26,"Great interview with Mathias Döpfner
https://t.co/ewnaHc4cH0"
elonmusk,1344513508323565569,2020-12-31 05:19:34,@jack 🎩 The Greatest Gatsby 🎩
elonmusk,1344469598893035521,2020-12-31 02:25:06,@flcnhvy Inspired by the ballet
elonmusk,1344462159560904706,2020-12-31 01:55:32,"@smvllstvrs @ErcXspace Rocket motion is primarily vertical, so you want the top open"
elonmusk,1344449590980874240,2020-12-31 01:05:35,@jack Let’s make the roaring 20’s again!
elonmusk,1344370017295503360,2020-12-30 19:49:23,@Erdayastronaut Might be a few lumps along the way
elonmusk,1344350420735410177,2020-12-30 18:31:31,"@Erdayastronaut @flcnhvy @ErcXspace Production is hard, prototypes are easy. Building ~1000 Starships to create a s… https://t.co/XJLLjplJbP"
elonmusk,1344347067230027777,2020-12-30 18:18:12,@ICannot_Enough @AloysiusFekete @RationalEtienne @biogirl09 @ErcXspace Exactly
elonmusk,1344346377715761153,2020-12-30 18:15:27,@RexChapman Haha
elonmusk,1344344855237992448,2020-12-30 18:09:24,@Erdayastronaut @flcnhvy @ErcXspace SN9 will press CH4 header tank with helium. Long-term solution is under debate.… https://t.co/kaWWoL54jG
elonmusk,1344344418673852416,2020-12-30 18:07:40,@flabellina212 @RationalEtienne @biogirl09 @ErcXspace Yes
elonmusk,1344344378974720000,2020-12-30 18:07:31,"@RationalEtienne @biogirl09 @ErcXspace Legs would certainly work, but best part is no part, best step is no step"
elonmusk,1344342626539954176,2020-12-30 18:00:33,@flcnhvy @ErcXspace Yes
elonmusk,1344342598694047744,2020-12-30 18:00:26,@flcnhvy @ErcXspace Saves mass &amp; cost of legs &amp; enables immediate repositioning of booster on to launch mount — rea… https://t.co/jwDCjArymJ
elonmusk,1344327757916868608,2020-12-30 17:01:28,"@ErcXspace We’re going to try to catch the Super Heavy Booster with the launch tower arm, using the grid fins to take the load"
elonmusk,1344219458324160512,2020-12-30 09:51:07,Snake-head dog had my undivided attention until winder-head ostrich came gliding through all nonchalant https://t.co/dtPMdM3TQp
elonmusk,1344214516230307841,2020-12-30 09:31:29,@Tesmanian_com Seems odd that the opposition group is from BMW’s home state of Baveria. That‘s very far from Brande… https://t.co/M7DYvli4cx
elonmusk,1344212785228435457,2020-12-30 09:24:36,@Tesmanian_com This is very sensible. Opposition from anywhere cannot mean no progress everywhere!
elonmusk,1344210828052946944,2020-12-30 09:16:50,@harsimranbansal Literally
elonmusk,1344190775182016512,2020-12-30 07:57:09,@tobyliiiiiiiiii Are we sure this is real?
elonmusk,1344154578678214657,2020-12-30 05:33:19,"Destiny, destiny
No escaping 
that for me"
elonmusk,1344044584712728581,2020-12-29 22:16:14,All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option… https://t.co/PPaEreeo8y
elonmusk,1344040601000542208,2020-12-29 22:00:25,"@SpaceNews_Inc And Mark Dankberg. This action is wack, not dank!!"
elonmusk,1344036755180314625,2020-12-29 21:45:08,@Reza_Zadeh Less?
elonmusk,1344034136290447362,2020-12-29 21:34:43,@ashleevance Westworld
elonmusk,1344033488698290176,2020-12-29 21:32:09,The Last Kingdom show is great
elonmusk,1344024617212645378,2020-12-29 20:56:54,"@jayson32292601 Absolutely. Will be text &amp; visualization, but could add voice too."
elonmusk,1344023481160257538,2020-12-29 20:52:23,@sfs_central !! Even cheese is made of cake !!
elonmusk,1344022471968698370,2020-12-29 20:48:22,"@karpathy If they don’t love us, we’re in deep trouble!"
elonmusk,1344022395280089088,2020-12-29 20:48:04,Not everything is made of cake https://t.co/oMaCmYQAwx
elonmusk,1344020693990703105,2020-12-29 20:41:18,@chicago_glenn True haha
elonmusk,1344020569151434752,2020-12-29 20:40:49,Such a weird game when you think about it https://t.co/5MrvVzmeKG
elonmusk,1344019835341180930,2020-12-29 20:37:54,This is not CGI https://t.co/VOivE97vPR
elonmusk,1344013374879911939,2020-12-29 20:12:13,@BenSullins We need a UI overhaul
elonmusk,1344009754394419204,2020-12-29 19:57:50,"@Maldivawow @CodingMark @Tesla No, these are just incremental improvements to the production codebase. FSD build is… https://t.co/07pUOraMGo"
elonmusk,1343880709157474304,2020-12-29 11:25:03,"@SpaceNews_Inc Starlink “poses a hazard” to Viasat’s profits, more like it. Stop the sneaky moves, Charlie Ergen!"
elonmusk,1343644462036086785,2020-12-28 19:46:18,Entertainment will be critical when cars drive themselves
elonmusk,1343619610617077760,2020-12-28 18:07:33,@kimpaquette Just meeting with Larry Ellison to seek some advice. Back working on Tesla end of quarter tomorrow.
elonmusk,1343608616960491521,2020-12-28 17:23:51,@richierichhhhh_ Absolutely
elonmusk,1343608530998153222,2020-12-28 17:23:31,What should Tesla do with in-car gaming in an autonomous world?
elonmusk,1343431408052662273,2020-12-28 05:39:42,@PPathole @WSJ Absolutely
elonmusk,1343430996062920704,2020-12-28 05:38:03,@Tesmanian_com Taste of the future
elonmusk,1343320495127633920,2020-12-27 22:18:58,Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.
elonmusk,1343264300232634373,2020-12-27 18:35:40,"@WSJ Focus on making products &amp; services people truly love, so that the total economic pie is bigger, instead of en… https://t.co/qe4jcEzyTq"
elonmusk,1343112752512946176,2020-12-27 08:33:28,@ThatDesignGuy @m_siphiw @moosuraj @Tesla Roughly 95% of parts in Tesla Roadster were unique — not in any other pro… https://t.co/R3yB6CmRB8
elonmusk,1343105835958857730,2020-12-27 08:05:59,@LaurenRow5 @karpathy Yes
elonmusk,1343105659835846656,2020-12-27 08:05:17,@engineers_feed Very important
elonmusk,1343098161322053632,2020-12-27 07:35:29,"@teslaownersSV @lexfridman Ok, service might be able to do this. Will check."
elonmusk,1343094648928043009,2020-12-27 07:21:32,@teslaownersSV @lexfridman You mean install the external speaker on earlier cars that don’t have it?
elonmusk,1343094437149229056,2020-12-27 07:20:41,"@GUNMTLM3 @lexfridman No, but definitely this year"
elonmusk,1343094146370695170,2020-12-27 07:19:32,@lexfridman Good point
elonmusk,1343074272814592000,2020-12-27 06:00:34,@conexionspacial @spacecoast_stve @NASASpaceflight Interesting
elonmusk,1343025145095487488,2020-12-27 02:45:21,@flcnhvy Liz has always done great interviews
elonmusk,1343005459062562816,2020-12-27 01:27:07,"@spacecoast_stve @NASASpaceflight Falcon was 25% of successful orbital launches in 2020, but maybe a majority of pa… https://t.co/PmGu4vHQEZ"
elonmusk,1343002225916841985,2020-12-27 01:14:17,@karpathy Vaccines are just the start. It’s also capable in theory of curing almost anything. Turns medicine into a… https://t.co/URuVC4QF1A
elonmusk,1342909898397425665,2020-12-26 19:07:24,@jgrano305 @TeslaTruckClub @jeremyjudkins @JPUConn @jchybow @DirtyTesla Yes
elonmusk,1342909591131025408,2020-12-26 19:06:11,@TeslaTruckClub @jeremyjudkins @JPUConn @jchybow @DirtyTesla We will offer multiple display options
elonmusk,1342909163903455233,2020-12-26 19:04:29,@IvanEscobosa @Erdayastronaut @teslaownersSV A few more revisions needed. Probably Beta 10 or 11.
elonmusk,1342905161874718720,2020-12-26 18:48:35,@Erdayastronaut @teslaownersSV Sure
elonmusk,1342889976850120704,2020-12-26 17:48:14,@Erdayastronaut @teslaownersSV Haha ok
elonmusk,1342869781876097031,2020-12-26 16:27:59,"@kkvr2823 @tesla_adri @teslaownersSV There are subtle, important, differences between US &amp; Canada traffic rules, bu… https://t.co/XZX9ppVL92"
elonmusk,1342869055041019904,2020-12-26 16:25:06,@tesla_adri @teslaownersSV Yes
elonmusk,1342868633396027392,2020-12-26 16:23:26,@teslaownersSV We need a “match other traffic speed” setting
elonmusk,1342603380095557633,2020-12-25 22:49:24,@stevewoz Definitely
elonmusk,1342578260392071168,2020-12-25 21:09:35,@flcnhvy @h3_extrachars It’s a step in that direction
elonmusk,1342577920565411841,2020-12-25 21:08:14,@13arm13arm It’s one 🔥 or 1/2 🔥 if you don’t have a car with pedestrian speaker. We couldn’t get everything done in… https://t.co/7HkZA1OhE4
elonmusk,1342577414287753216,2020-12-25 21:06:14,@westcoastbill The writing on Cobra Kai is sick👌
elonmusk,1342575704492294144,2020-12-25 20:59:26,@AfloatHickory Haha I will save you the nightmare of seeing me in those shorts
elonmusk,1342575352392998912,2020-12-25 20:58:02,@h3_extrachars You can upload custom music/sounds
elonmusk,1342575198353014784,2020-12-25 20:57:25,"@jgrano305 Unfortunately, pedestrian speaker is needed, otherwise no external sound generator except actual horn"
elonmusk,1342574459882852352,2020-12-25 20:54:29,"Change your horn sound to 🐐, 🐍🎷, 💨 or holiday jingles with latest Tesla software update!"
elonmusk,1342512194383007745,2020-12-25 16:47:04,Merry Christmas &amp; happy holidays! 🎁 https://t.co/uk6NSPwR9R
elonmusk,1342321035404709889,2020-12-25 04:07:28,@Tesmanian_com Great game!
elonmusk,1342275719783723014,2020-12-25 01:07:24,@harsimranbansal @heydave7 It will most likely make sense for Starlink to go public once the revenue growth is reasonably predictable
elonmusk,1342267757757423618,2020-12-25 00:35:46,"@heydave7 Engineering, design &amp; general company operations absorb vast majority of my mind &amp; are the fundamental li… https://t.co/VxV7gHUMbd"
elonmusk,1342172098308038656,2020-12-24 18:15:39,@ElonsWorld @Real_Futurist @lexfridman Yes
elonmusk,1342062363105759232,2020-12-24 10:59:36,@flcnhvy @MarcusHouseGame A few months
elonmusk,1342059900550131714,2020-12-24 10:49:49,@MarcusHouseGame Coming soon
elonmusk,1341916523288555520,2020-12-24 01:20:05,@OLHZN Minor
elonmusk,1341915062479572992,2020-12-24 01:14:17,@TrevorMahlmann Yeah
elonmusk,1341914659411161088,2020-12-24 01:12:41,12 story rocket turns off its engines &amp; does a controlled fall https://t.co/HCRgyx42rn
elonmusk,1341904230400061441,2020-12-24 00:31:14,"@Erdayastronaut Yup, we’re just ironing out a few bugs"
elonmusk,1341896542999998465,2020-12-24 00:00:41,"To Tesla owners taking delivery in the final days of year, your support is super appreciated!!"
elonmusk,1341845053292113921,2020-12-23 20:36:05,@DeepMind @nature Frictionless AI. What could possibly go wrong?
elonmusk,1341801143631028225,2020-12-23 17:41:36,@heydave7 Good idea
elonmusk,1341485211209637889,2020-12-22 20:46:12,"@wintonARK During the darkest days of the Model 3 program, I reached out to Tim Cook to discuss the possibility of… https://t.co/opTz9UrNE0"
elonmusk,1341484482302533635,2020-12-22 20:43:18,"@wintonARK Strange, if true. 

- Tesla already uses iron-phosphate for medium range cars made in our Shanghai facto… https://t.co/MIlWSilvRT"
elonmusk,1341469349199171590,2020-12-22 19:43:10,@archillect Sparta’s reply to Macedon
elonmusk,1341096226910072837,2020-12-21 19:00:31,@LizClaman @Tesla @FoxBusiness @ClamanCountdown Hi Liz!
elonmusk,1341006575650140161,2020-12-21 13:04:16,Thanks to everyone who worked so hard to make Tesla successful. My heart goes out to you.
elonmusk,1341006203275669505,2020-12-21 13:02:48,@teslaownerssv Indeed
elonmusk,1340980684366737409,2020-12-21 11:21:24,"@Kristennetten It was a seriously twisted affair, but all’s that ends well."
elonmusk,1340978686212800513,2020-12-21 11:13:27,"@MKBHD They are, although it’s kind low-key. Tesla Superchargers are being made accessible to other electric cars."
elonmusk,1340771916156690434,2020-12-20 21:31:49,RT @SpaceX: Photos from yesterday’s launch and landing → https://t.co/095WHX44BX https://t.co/6ojFySuaxo
elonmusk,1340678358456274948,2020-12-20 15:20:03,@michael_saylor Are such large transactions even possible?
elonmusk,1340602021221707777,2020-12-20 10:16:43,♥️ i love all u crazy ppl out there ♥️
elonmusk,1340598966765973506,2020-12-20 10:04:35,@BizzzzzyD You have a point (sigh)
elonmusk,1340596286387613697,2020-12-20 09:53:56,@pcgamer Great game
elonmusk,1340595610450337792,2020-12-20 09:51:15,"@flcnhvy Pretty much. The main value of college used to be hanging out, having pseudo intellectual conversations &amp;… https://t.co/0S0ybsCm0p"
elonmusk,1340593799878365184,2020-12-20 09:44:03,"Come for the comments, 
stay for the memes💄"
elonmusk,1340592138829099009,2020-12-20 09:37:27,@padgeuk Absolutely. We will release FSD subscription early next year.
elonmusk,1340590280848908288,2020-12-20 09:30:04,One word: Doge
elonmusk,1340588909974200321,2020-12-20 09:24:37,Bitcoin is almost as bs as fiat money
elonmusk,1340588001857069056,2020-12-20 09:21:01,@hajek_miloslav Great nails &amp; lipstick
elonmusk,1340587062114865152,2020-12-20 09:17:17,@MightyTesla @Kristennetten @lauren_kalo @SawyerMerritt @jasondebolt @CodingMark @28delayslater @BabyTesla3… https://t.co/dvwZGTPpda
elonmusk,1340581313406001153,2020-12-20 08:54:26,https://t.co/EbOjGshvrq
elonmusk,1340579369190891520,2020-12-20 08:46:43,@CallowayTech Sounds about right
elonmusk,1340578462407520256,2020-12-20 08:43:06,“Lord” Edge
elonmusk,1340578182454493184,2020-12-20 08:42:00,@xDreamCoding @frank_thelen Nice branding
elonmusk,1340577821475921923,2020-12-20 08:40:34,"Just kidding, who needs a safe word anyway!?"
elonmusk,1340573003579617280,2020-12-20 08:21:25,Bitcoin is my safe word
elonmusk,1340342820469665797,2020-12-19 17:06:45,RT @SpaceX: Falcon 9’s first stage has landed on Landing Zone 1 https://t.co/mR18Qv3GoC
elonmusk,1340342801272324098,2020-12-19 17:06:40,RT @SpaceX: Liftoff! https://t.co/AG4rAR6qNp
elonmusk,1339606736756502533,2020-12-17 16:21:49,@SpaceX Standing down for today to inspect rocket. Hopefully launching tomorrow.
elonmusk,1339590482439991296,2020-12-17 15:17:14,@SpaceX Pressure is slightly high in upper stage liquid oxygen tank. Review underway.
elonmusk,1339587098655920129,2020-12-17 15:03:47,@Tesla__Mania I am hoping to be back next month!
elonmusk,1339581881214492677,2020-12-17 14:43:03,@nytimes Very impressive mission by China!
elonmusk,1339567835840962560,2020-12-17 13:47:14,@SpaceX Last launch of 2020 coming up
elonmusk,1339467887581519872,2020-12-17 07:10:05,"@teslaownerssv @astonmartin @Tesla He was indeed quite grumpy, but we did not actually know what we were doing, so he had a point"
elonmusk,1339463726286729216,2020-12-17 06:53:33,@teslaownerssv It will get absurdly good. Tesla AI/Autopilot engineering is awesome! There’s some great AI out ther… https://t.co/v8mUhEApOQ
elonmusk,1339458358559055872,2020-12-17 06:32:13,"Star Light, Star Bright https://t.co/6CeTAZSXCO"
elonmusk,1339431094274433024,2020-12-17 04:43:52,@Teslarati @13ericralph31 This is incorrect
elonmusk,1339422073408663553,2020-12-17 04:08:02,@TheBabylonBee 🤣🤣
elonmusk,1339285652286951425,2020-12-16 19:05:56,@pcgamer But it is visually stunning &amp; playability is good
elonmusk,1339271409395249152,2020-12-16 18:09:21,"@pcgamer A t-shirt being better armor than a Kevlar chest plate doesn’t make sense in the absence of magic. Also, w… https://t.co/IYdKttVsqk"
elonmusk,1339255372956176384,2020-12-16 17:05:37,@cleantechnica Oh and umm … https://t.co/jtg944ERCy
elonmusk,1339253909546823682,2020-12-16 16:59:48,"@cleantechnica I absolutely support trans, but all these pronouns are an esthetic nightmare"
